,relax_refresh,cool_impress,light_interest,mystery_elegant,classic_creative,sexy_chic,klasiko_malikhain,fun_boring,M_F,pretty_adorable,beauty_cute,child_profe,calm_live,masikip_maayos,simple_luxury,crowded_neat,plain_sopshiticated,comfort_style,oldf_future,gorgeous_charm,masaya_nakakabagot,birthdate,college,gender,highschool1,highschool2,device,hobbies,primaryshop,shopnumber,shophours,shopitems,products,price,designorfunctionality,homepage,header_color,header_font_color,header_font_weight,header_letter_spacing,top_bottom_padding,left_right_padding,text_align,text_size,top_bottom_margin,left_right_margin,border_radius,button_bg_color,button_font_color,font_serif,font_sans_serif
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#2196F3,#79FF48,700,1,8,8,0,0,16,24,0,#E91E63,#FFF59D,2,1
1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#2196F3,#79FF48,700,0,24,24,0,1,24,8,0,#FFEB3B,#0D47A1,1,0
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#0D47A1,#79FF48,700,0,16,0,0,0,24,24,25,#2196F3,#FFF59D,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#880E4F,#FFEB3B,500,0,8,0,1,0,24,16,0,#3E2723,#F48FB1,0,2
4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#90CAF9,#3E2723,500,1,24,12,0,0,8,12,25,#FFF59D,#0D47A1,0,0
5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#1B5E20,#F57F17,500,0,0,0,1,1,8,24,25,#FFF59D,#1B5E20,0,2
6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#2196F3,#FFF59D,700,1,8,12,0,0,16,24,0,#90CAF9,#3E2723,1,1
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#A5D6A7,#880E4F,500,0,0,24,0,1,8,24,0,#EF9A9A,#880E4F,1,1
8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#0D47A1,#90CAF9,500,1,16,0,1,2,24,16,0,#2196F3,#FFEB3B,0,0
9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#880E4F,#FFEB3B,700,0,16,0,1,0,16,24,0,#FFF59D,#1B5E20,1,0
10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#3E2723,#BCAAA4,700,0,0,12,0,0,12,12,0,#FFF59D,#1B5E20,0,0
11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#3E2723,#A5D6A7,500,0,24,16,0,1,12,16,25,#FFF59D,#0D47A1,2,1
12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#0D47A1,#A5D6A7,700,0,24,12,0,0,12,24,0,#B71C1C,#FFEB3B,1,1
13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#0D47A1,#F48FB1,500,0,8,24,0,2,12,24,25,#FFF59D,#880E4F,0,0
14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#0D47A1,#FFEB3B,500,0,8,16,1,2,12,8,25,#F44336,#FFF59D,0,1
15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#3E2723,#F57F17,700,0,12,12,0,0,24,24,0,#880E4F,#EF9A9A,1,1
16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#A5D6A7,#3E2723,700,0,12,0,0,0,8,8,0,#0D47A1,#FFEB3B,2,0
17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#FFF59D,#880E4F,700,1,16,16,1,0,8,24,25,#FFF59D,#880E4F,1,2
18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#FFEB3B,#B71C1C,500,1,0,0,1,0,12,12,25,#F48FB1,#0D47A1,1,0
19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#FFF59D,#B71C1C,700,0,24,0,0,1,8,12,0,#BCAAA4,#3E2723,1,2
20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#FFEB3B,#0D47A1,700,1,12,8,1,2,8,8,0,#FFEB3B,#1B5E20,1,2
21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#90CAF9,#3E2723,500,0,0,8,1,1,12,12,25,#2196F3,#FFEB3B,2,2
22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#E91E63,#FFEB3B,700,0,16,8,0,0,8,8,25,#F44336,#FFF59D,2,2
23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#90CAF9,#0D47A1,700,0,16,16,1,0,24,16,0,#FFEB3B,#3E2723,0,2
24,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#E91E63,#FFEB3B,700,0,8,12,1,2,24,8,25,#FFF59D,#3E2723,2,0
25,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#F48FB1,#880E4F,500,1,12,0,1,0,24,16,25,#FFF59D,#B71C1C,0,0
26,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#EF9A9A,#3E2723,500,1,0,0,1,1,16,12,25,#880E4F,#F57F17,2,1
27,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#90CAF9,#B71C1C,500,0,0,24,0,0,16,16,25,#FFEB3B,#1B5E20,2,1
28,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#0D47A1,#FFEB3B,700,1,16,12,0,0,16,24,0,#FFF59D,#2196F3,1,2
29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#FFEB3B,#B71C1C,500,0,24,24,1,0,12,12,0,#FFF59D,#3E2723,2,2
30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#F44336,#FFF59D,700,0,8,16,1,1,12,8,25,#F44336,#FFF59D,2,2
31,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#1B5E20,#FFF59D,500,0,12,12,0,2,24,16,25,#FFF59D,#3E2723,1,0
32,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#3E2723,#FFEB3B,700,1,12,8,1,1,12,16,0,#FFF59D,#880E4F,1,1
33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#2196F3,#FFF59D,700,0,16,0,0,1,24,8,0,#FFF59D,#0D47A1,1,2
34,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,0,0,0,1,1,1,0,1,1,0,#FFEB3B,#0D47A1,700,1,8,24,1,1,16,24,0,#A5D6A7,#1B5E20,2,0
35,4,2,3,4,3,4,2,4,4,4,4,4,3,2,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#2196F3,#79FF48,700,1,8,8,0,0,16,24,0,#E91E63,#FFF59D,2,1
36,3,3,4,4,2,4,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#2196F3,#79FF48,700,0,24,24,0,1,24,8,0,#FFEB3B,#0D47A1,1,0
37,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#0D47A1,#79FF48,700,0,16,0,0,0,24,24,25,#2196F3,#FFF59D,1,1
38,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#880E4F,#FFEB3B,500,0,8,0,1,0,24,16,0,#3E2723,#F48FB1,0,2
39,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#90CAF9,#3E2723,500,1,24,12,0,0,8,12,25,#FFF59D,#0D47A1,0,0
40,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#1B5E20,#F57F17,500,0,0,0,1,1,8,24,25,#FFF59D,#1B5E20,0,2
41,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#2196F3,#FFF59D,700,1,8,12,0,0,16,24,0,#90CAF9,#3E2723,1,1
42,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#A5D6A7,#880E4F,500,0,0,24,0,1,8,24,0,#EF9A9A,#880E4F,1,1
43,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#0D47A1,#90CAF9,500,1,16,0,1,2,24,16,0,#2196F3,#FFEB3B,0,0
44,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#880E4F,#FFEB3B,700,0,16,0,1,0,16,24,0,#FFF59D,#1B5E20,1,0
45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#3E2723,#BCAAA4,700,0,0,12,0,0,12,12,0,#FFF59D,#1B5E20,0,0
46,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#3E2723,#A5D6A7,500,0,24,16,0,1,12,16,25,#FFF59D,#0D47A1,2,1
47,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#0D47A1,#A5D6A7,700,0,24,12,0,0,12,24,0,#B71C1C,#FFEB3B,1,1
48,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#0D47A1,#F48FB1,500,0,8,24,0,2,12,24,25,#FFF59D,#880E4F,0,0
49,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#0D47A1,#FFEB3B,500,0,8,16,1,2,12,8,25,#F44336,#FFF59D,0,1
50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#3E2723,#F57F17,700,0,12,12,0,0,24,24,0,#880E4F,#EF9A9A,1,1
51,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#A5D6A7,#3E2723,700,0,12,0,0,0,8,8,0,#0D47A1,#FFEB3B,2,0
52,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#FFF59D,#880E4F,700,1,16,16,1,0,8,24,25,#FFF59D,#880E4F,1,2
53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#FFEB3B,#B71C1C,500,1,0,0,1,0,12,12,25,#F48FB1,#0D47A1,1,0
54,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#FFF59D,#B71C1C,700,0,24,0,0,1,8,12,0,#BCAAA4,#3E2723,1,2
55,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#FFEB3B,#0D47A1,700,1,12,8,1,2,8,8,0,#FFEB3B,#1B5E20,1,2
56,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#90CAF9,#3E2723,500,0,0,8,1,1,12,12,25,#2196F3,#FFEB3B,2,2
57,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#E91E63,#FFEB3B,700,0,16,8,0,0,8,8,25,#F44336,#FFF59D,2,2
58,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#90CAF9,#0D47A1,700,0,16,16,1,0,24,16,0,#FFEB3B,#3E2723,0,2
59,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#E91E63,#FFEB3B,700,0,8,12,1,2,24,8,25,#FFF59D,#3E2723,2,0
60,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#F48FB1,#880E4F,500,1,12,0,1,0,24,16,25,#FFF59D,#B71C1C,0,0
61,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#EF9A9A,#3E2723,500,1,0,0,1,1,16,12,25,#880E4F,#F57F17,2,1
62,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#90CAF9,#B71C1C,500,0,0,24,0,0,16,16,25,#FFEB3B,#1B5E20,2,1
63,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#0D47A1,#FFEB3B,700,1,16,12,0,0,16,24,0,#FFF59D,#2196F3,1,2
64,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#FFEB3B,#B71C1C,500,0,24,24,1,0,12,12,0,#FFF59D,#3E2723,2,2
65,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#F44336,#FFF59D,700,0,8,16,1,1,12,8,25,#F44336,#FFF59D,2,2
66,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#1B5E20,#FFF59D,500,0,12,12,0,2,24,16,25,#FFF59D,#3E2723,1,0
67,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#3E2723,#FFEB3B,700,1,12,8,1,1,12,16,0,#FFF59D,#880E4F,1,1
68,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#2196F3,#FFF59D,700,0,16,0,0,1,24,8,0,#FFF59D,#0D47A1,1,2
69,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,0,1,0,0,1,0,0,1,0,0,1,1,0,0,#FFEB3B,#0D47A1,700,1,8,24,1,1,16,24,0,#A5D6A7,#1B5E20,2,0
70,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#2196F3,#79FF48,700,1,8,8,0,0,16,24,0,#E91E63,#FFF59D,2,1
71,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#2196F3,#79FF48,700,0,24,24,0,1,24,8,0,#FFEB3B,#0D47A1,1,0
72,3,2,3,3,3,3,4,3,3,3,3,3,3,5,3,3,3,3,3,3,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#0D47A1,#79FF48,700,0,16,0,0,0,24,24,25,#2196F3,#FFF59D,1,1
73,4,3,4,4,4,2,4,2,3,3,3,3,3,4,3,3,3,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#880E4F,#FFEB3B,500,0,8,0,1,0,24,16,0,#3E2723,#F48FB1,0,2
74,4,2,3,3,3,3,3,2,3,4,4,4,3,4,3,4,3,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#90CAF9,#3E2723,500,1,24,12,0,0,8,12,25,#FFF59D,#0D47A1,0,0
75,2,2,4,2,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#1B5E20,#F57F17,500,0,0,0,1,1,8,24,25,#FFF59D,#1B5E20,0,2
76,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#2196F3,#FFF59D,700,1,8,12,0,0,16,24,0,#90CAF9,#3E2723,1,1
77,4,2,4,4,4,2,4,2,3,2,2,4,3,5,4,3,3,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#A5D6A7,#880E4F,500,0,0,24,0,1,8,24,0,#EF9A9A,#880E4F,1,1
78,3,4,2,3,2,3,4,3,3,3,3,3,3,4,3,3,2,3,2,3,3,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#0D47A1,#90CAF9,500,1,16,0,1,2,24,16,0,#2196F3,#FFEB3B,0,0
79,4,2,4,4,4,4,4,2,3,2,4,3,4,4,3,4,4,4,3,4,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#880E4F,#FFEB3B,700,0,16,0,1,0,16,24,0,#FFF59D,#1B5E20,1,0
80,2,4,2,2,2,2,2,4,3,3,2,4,3,4,3,4,4,4,2,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#3E2723,#BCAAA4,700,0,0,12,0,0,12,12,0,#FFF59D,#1B5E20,0,0
81,4,2,2,4,2,4,2,2,3,2,3,3,2,4,2,4,2,4,2,3,3,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#3E2723,#A5D6A7,500,0,24,16,0,1,12,16,25,#FFF59D,#0D47A1,2,1
82,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#0D47A1,#A5D6A7,700,0,24,12,0,0,12,24,0,#B71C1C,#FFEB3B,1,1
83,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#0D47A1,#F48FB1,500,0,8,24,0,2,12,24,25,#FFF59D,#880E4F,0,0
84,4,3,4,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,2,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#0D47A1,#FFEB3B,500,0,8,16,1,2,12,8,25,#F44336,#FFF59D,0,1
85,4,2,4,4,4,2,4,2,3,3,2,3,4,4,4,3,3,4,3,2,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#3E2723,#F57F17,700,0,12,12,0,0,24,24,0,#880E4F,#EF9A9A,1,1
86,3,3,1,1,1,3,1,5,3,3,3,3,3,3,3,3,1,3,3,3,5,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#A5D6A7,#3E2723,700,0,12,0,0,0,8,8,0,#0D47A1,#FFEB3B,2,0
87,3,3,3,3,3,3,3,5,3,3,3,4,1,4,1,3,1,2,1,3,5,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#FFF59D,#880E4F,700,1,16,16,1,0,8,24,25,#FFF59D,#880E4F,1,2
88,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#FFEB3B,#B71C1C,500,1,0,0,1,0,12,12,25,#F48FB1,#0D47A1,1,0
89,4,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#FFF59D,#B71C1C,700,0,24,0,0,1,8,12,0,#BCAAA4,#3E2723,1,2
90,3,3,3,4,4,3,3,3,3,3,2,4,2,3,3,4,4,4,4,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#FFEB3B,#0D47A1,700,1,12,8,1,2,8,8,0,#FFEB3B,#1B5E20,1,2
91,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#90CAF9,#3E2723,500,0,0,8,1,1,12,12,25,#2196F3,#FFEB3B,2,2
92,4,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3,2,4,3,4,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#E91E63,#FFEB3B,700,0,16,8,0,0,8,8,25,#F44336,#FFF59D,2,2
93,2,3,3,3,3,3,4,2,3,2,5,3,3,3,2,3,2,3,4,4,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#90CAF9,#0D47A1,700,0,16,16,1,0,24,16,0,#FFEB3B,#3E2723,0,2
94,3,4,2,3,2,3,3,4,3,3,3,3,2,3,2,3,2,2,3,3,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#E91E63,#FFEB3B,700,0,8,12,1,2,24,8,25,#FFF59D,#3E2723,2,0
95,3,4,2,3,1,3,1,1,3,3,3,3,1,4,2,3,1,3,3,4,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#F48FB1,#880E4F,500,1,12,0,1,0,24,16,25,#FFF59D,#B71C1C,0,0
96,3,5,1,3,3,4,3,2,3,4,2,4,3,4,4,3,3,4,2,2,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#EF9A9A,#3E2723,500,1,0,0,1,1,16,12,25,#880E4F,#F57F17,2,1
97,2,2,2,4,2,4,2,2,3,2,4,3,2,5,2,3,3,2,3,4,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#90CAF9,#B71C1C,500,0,0,24,0,0,16,16,25,#FFEB3B,#1B5E20,2,1
98,4,4,2,4,2,4,2,2,3,2,3,3,2,5,3,3,2,3,3,4,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#0D47A1,#FFEB3B,700,1,16,12,0,0,16,24,0,#FFF59D,#2196F3,1,2
99,1,1,2,5,3,4,3,1,3,2,4,3,2,5,2,3,2,2,3,4,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#FFEB3B,#B71C1C,500,0,24,24,1,0,12,12,0,#FFF59D,#3E2723,2,2
100,2,3,3,3,2,2,3,2,3,2,4,3,2,3,2,3,2,2,3,4,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#F44336,#FFF59D,700,0,8,16,1,1,12,8,25,#F44336,#FFF59D,2,2
101,2,2,2,4,2,4,2,2,3,3,4,3,2,4,2,4,2,2,3,3,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#1B5E20,#FFF59D,500,0,12,12,0,2,24,16,25,#FFF59D,#3E2723,1,0
102,4,2,2,4,2,4,2,2,3,2,4,3,3,4,3,3,2,3,3,3,2,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#3E2723,#FFEB3B,700,1,12,8,1,1,12,16,0,#FFF59D,#880E4F,1,1
103,2,2,3,4,2,4,3,3,3,2,5,3,2,5,2,3,2,4,3,3,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#2196F3,#FFF59D,700,0,16,0,0,1,24,8,0,#FFF59D,#0D47A1,1,2
104,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,5,2,2,3,4,1,18,0,0,0,0,0,1,0,2,1,1,1,1,1,0,#FFEB3B,#0D47A1,700,1,8,24,1,1,16,24,0,#A5D6A7,#1B5E20,2,0
105,3,3,2,4,2,3,2,3,3,2,3,3,2,3,3,5,3,3,3,3,3,18,1,1,0,0,0,0,0,2,1,1,0,2,1,0,#2196F3,#79FF48,700,1,8,8,0,0,16,24,0,#E91E63,#FFF59D,2,1
106,3,3,2,4,4,2,3,3,3,4,3,1,3,3,3,3,3,3,2,1,3,18,1,1,0,0,0,0,0,2,1,1,0,2,1,0,#2196F3,#79FF48,700,0,24,24,0,1,24,8,0,#FFEB3B,#0D47A1,1,0
107,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,1,1,0,0,0,0,0,2,1,1,0,2,1,0,#0D47A1,#79FF48,700,0,16,0,0,0,24,24,25,#2196F3,#FFF59D,1,1
108,5,3,3,3,2,3,2,3,3,4,3,3,3,3,3,3,3,4,3,3,3,18,1,1,0,0,0,0,0,2,1,1,0,2,1,0,#880E4F,#FFEB3B,500,0,8,0,1,0,24,16,0,#3E2723,#F48FB1,0,2
109,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,18,1,1,0,0,0,0,0,2,1,1,0,2,1,0,#90CAF9,#3E2723,500,1,24,12,0,0,8,12,25,#FFF59D,#0D47A1,0,0
110,4,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,4,3,18,1,1,0,0,0,0,0,2,1,1,0,2,1,0,#1B5E20,#F57F17,500,0,0,0,1,1,8,24,25,#FFF59D,#1B5E20,0,2
